Baseline 100%T,,POS0,,POS1,,POS2,,POS3,,POS4,,POS5,,POS6,,POS7,,POS8,,POS9,,POS10,,POS11,,POS12,,POS13,,POS14,,POS15,,POS16,,POS17,,POS18,,POS19,,POS20,,POS21,,POS22,,POS23,,POS24,,POS25,,POS26,,POS27,,POS28,,POS29,,POS30,,POS31,,POS32,,POS33,,POS34,,POS35,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
999.984375,19.75731277,999.984375,82.81228638,999.984375,84.28623962,999.984375,83.71269989,999.984375,84.74419403,999.984375,85.53321838,999.984375,84.60588074,999.984375,84.04811859,999.984375,83.83116913,999.984375,85.14707947,999.984375,85.19623566,999.984375,84.39402008,999.984375,85.43621063,999.984375,72.60700226,999.984375,75.69467163,999.984375,75.19661713,999.984375,76.18559265,999.984375,78.3404541,999.984375,76.21515656,999.984375,77.28814697,999.984375,80.38421631,999.984375,79.59068298,999.984375,82.11494446,999.984375,81.694664,999.984375,81.71137238,999.984375,80.63610077,999.984375,81.02852631,999.984375,83.59550476,999.984375,82.46318817,999.984375,83.52441406,999.984375,83.1081543,999.984375,84.05956268,999.984375,82.82000732,999.984375,83.81929016,999.984375,83.17738342,999.984375,84.19247437,999.984375,83.27108765
999.0095825,19.76584816,999.0095825,83.49088287,999.0095825,85.07255554,999.0095825,83.00226593,999.0095825,85.21446991,999.0095825,85.19055939,999.0095825,84.73610687,999.0095825,83.63101959,999.0095825,83.42385864,999.0095825,84.03032684,999.0095825,84.89710999,999.0095825,85.43079376,999.0095825,84.5439682,999.0095825,72.90423584,999.0095825,77.26373291,999.0095825,75.4883194,999.0095825,75.63439941,999.0095825,76.8549118,999.0095825,75.48812866,999.0095825,76.503685,999.0095825,79.68752289,999.0095825,81.0490036,999.0095825,81.02160645,999.0095825,80.78909302,999.0095825,82.9656601,999.0095825,80.05879974,999.0095825,82.65666962,999.0095825,83.00499725,999.0095825,82.80049133,999.0095825,83.3558197,999.0095825,82.73391724,999.0095825,82.97458649,999.0095825,83.42571259,999.0095825,84.2102356,999.0095825,82.86616516,999.0095825,83.85141754,999.0095825,84.713974
998.0026855,19.68139839,998.0026855,81.29576111,998.0026855,83.71292877,998.0026855,83.29084015,998.0026855,84.50350189,998.0026855,84.32109833,998.0026855,83.89744568,998.0026855,82.90909576,998.0026855,84.68457031,998.0026855,84.49004364,998.0026855,83.96767426,998.0026855,84.78500366,998.0026855,83.93079376,998.0026855,72.25631714,998.0026855,75.4549408,998.0026855,74.58203125,998.0026855,75.72750854,998.0026855,77.29651642,998.0026855,75.14618683,998.0026855,77.69076538,998.0026855,79.20137787,998.0026855,79.07807159,998.0026855,81.10670471,998.0026855,81.20554352,998.0026855,81.35986328,998.0026855,80.09564972,998.0026855,81.22019958,998.0026855,82.53403473,998.0026855,81.35449219,998.0026855,81.73581696,998.0026855,82.12779999,998.0026855,83.0051651,998.0026855,83.03015137,998.0026855,83.22981262,998.0026855,83.43198395,998.0026855,83.58608246,998.0026855,82.01708984
996.9952393,19.61734962,996.9952393,83.91954041,996.9952393,85.32719421,996.9952393,82.36730957,996.9952393,84.01657867,996.9952393,84.0555954,996.9952393,83.69166565,996.9952393,82.46243286,996.9952393,84.05503845,996.9952393,83.93354034,996.9952393,84.76824951,996.9952393,84.99034882,996.9952393,82.92234039,996.9952393,72.05349731,996.9952393,74.55010986,996.9952393,75.6128006,996.9952393,75.998703,996.9952393,77.4319458,996.9952393,76.24357605,996.9952393,76.70024872,996.9952393,79.31868744,996.9952393,79.77462769,996.9952393,80.64229584,996.9952393,82.08044434,996.9952393,81.16689301,996.9952393,80.21443176,996.9952393,81.90414429,996.9952393,83.68586731,996.9952393,82.84043884,996.9952393,83.242836,996.9952393,81.98368835,996.9952393,82.19874573,996.9952393,83.0219574,996.9952393,82.76445007,996.9952393,82.63552856,996.9952393,83.73090363,996.9952393,83.05136108
995.9871216,19.48324013,995.9871216,82.55415344,995.9871216,84.29971313,995.9871216,83.61190033,995.9871216,84.88582611,995.9871216,84.24860382,995.9871216,84.17966461,995.9871216,82.76036072,995.9871216,84.25450897,995.9871216,85.43402863,995.9871216,85.09418488,995.9871216,84.83230591,995.9871216,84.82484436,995.9871216,72.79930878,995.9871216,76.46224976,995.9871216,75.54466248,995.9871216,75.94181061,995.9871216,77.18600464,995.9871216,76.71247101,995.9871216,77.97648621,995.9871216,80.08948517,995.9871216,80.51054382,995.9871216,81.12026215,995.9871216,81.52129364,995.9871216,80.0960083,995.9871216,80.44426727,995.9871216,81.67311859,995.9871216,83.44451904,995.9871216,82.74465179,995.9871216,82.85823059,995.9871216,83.58216858,995.9871216,82.41909027,995.9871216,82.28058624,995.9871216,82.68390656,995.9871216,83.39528656,995.9871216,84.0213089,995.9871216,83.29092407
995.0100098,19.48992348,995.0100098,83.58863831,995.0100098,85.65834045,995.0100098,84.03414917,995.0100098,85.2204895,995.0100098,85.50647736,995.0100098,85.04949188,995.0100098,83.67710876,995.0100098,84.81993103,995.0100098,85.04468536,995.0100098,85.20050812,995.0100098,85.86286163,995.0100098,84.19329834,995.0100098,72.77429962,995.0100098,76.49112701,995.0100098,75.73505402,995.0100098,75.7065506,995.0100098,77.70776367,995.0100098,76.96801758,995.0100098,79.17131042,995.0100098,80.74058533,995.0100098,81.18884277,995.0100098,81.85161591,995.0100098,82.81413269,995.0100098,82.01417542,995.0100098,81.52008057,995.0100098,82.27135468,995.0100098,83.62548828,995.0100098,82.46781158,995.0100098,84.02002716,995.0100098,83.33361816,995.0100098,83.42953491,995.0100098,83.17281342,995.0100098,83.26870728,995.0100098,84.15624237,995.0100098,84.16870117,995.0100098,83.14352417
994.0005493,19.38585854,994.0005493,82.43267059,994.0005493,84.32124329,994.0005493,83.00267029,994.0005493,84.46304321,994.0005493,84.81957245,994.0005493,84.07534027,994.0005493,82.5831604,994.0005493,84.06861877,994.0005493,84.65839386,994.0005493,84.21642303,994.0005493,84.93140411,994.0005493,84.68811035,994.0005493,72.3670578,994.0005493,75.7299881,994.0005493,75.12070465,994.0005493,76.32499695,994.0005493,77.83253479,994.0005493,76.15273285,994.0005493,77.62667847,994.0005493,79.63342285,994.0005493,80.35861206,994.0005493,81.53381348,994.0005493,81.74488068,994.0005493,81.55213928,994.0005493,80.18392944,994.0005493,81.4932251,994.0005493,83.81610107,994.0005493,82.19294739,994.0005493,82.95645142,994.0005493,82.84835815,994.0005493,82.52172852,994.0005493,82.98416901,994.0005493,82.93811798,994.0005493,82.9025116,994.0005493,83.72562408,994.0005493,82.84053802
992.9906616,19.38871384,992.9906616,83.23781586,992.9906616,85.22225952,992.9906616,84.09228516,992.9906616,85.1839447,992.9906616,85.16653442,992.9906616,84.59922028,992.9906616,83.44076538,992.9906616,84.95729828,992.9906616,85.00479126,992.9906616,85.18187714,992.9906616,85.05879974,992.9906616,85.36553192,992.9906616,73.15340424,992.9906616,76.76937866,992.9906616,75.84535217,992.9906616,76.58495331,992.9906616,77.75584412,992.9906616,76.92292786,992.9906616,78.06230927,992.9906616,80.07453918,992.9906616,80.66082764,992.9906616,82.15188599,992.9906616,82.28336334,992.9906616,81.69924927,992.9906616,80.97210693,992.9906616,82.2425766,992.9906616,83.77185822,992.9906616,83.25494385,992.9906616,83.91601563,992.9906616,83.17741394,992.9906616,83.33231354,992.9906616,83.25567627,992.9906616,83.91963959,992.9906616,83.35910034,992.9906616,84.2691803,992.9906616,84.18359375
992.0117188,19.29493713,992.0117188,83.47423553,992.0117188,84.84372711,992.0117188,84.3385849,992.0117188,85.09937286,992.0117188,84.93764496,992.0117188,84.7493515,992.0117188,82.55630493,992.0117188,84.07920837,992.0117188,85.47825623,992.0117188,85.25164032,992.0117188,84.8031311,992.0117188,85.17617798,992.0117188,72.64589691,992.0117188,76.23457336,992.0117188,76.0161438,992.0117188,75.99359894,992.0117188,77.96627808,992.0117188,77.18636322,992.0117188,77.68414307,992.0117188,79.77362823,992.0117188,81.08673859,992.0117188,81.56791687,992.0117188,82.43577576,992.0117188,81.80652618,992.0117188,80.72970581,992.0117188,82.44654846,992.0117188,84.13729858,992.0117188,82.9032135,992.0117188,83.26916504,992.0117188,83.47029877,992.0117188,83.46676636,992.0117188,83.47393799,992.0117188,83.73274231,992.0117188,83.05558777,992.0117188,84.35482025,992.0117188,83.96218109
