Wavelength (nm),Reflectance POS 171 (%R),Reflectance POS 229 (%R),Reflectance POS 287 (%R),Reflectance POS 345 (%R),Reflectance POS 403 (%R),Reflectance POS 1040 (%R),Reflectance POS 1097 (%R),Reflectance POS 1154 (%R),Reflectance POS 1211 (%R),Reflectance POS 1268 (%R),Reflectance POS 1373 (%R),Reflectance POS 1314 (%R),Reflectance POS 1255 (%R),Reflectance POS 1196 (%R),Reflectance POS 1137 (%R),Reflectance POS 728 (%R),Reflectance POS 670 (%R),Reflectance POS 612 (%R),Reflectance POS 554 (%R),Reflectance POS 496 (%R),Reflectance POS 1244 (%R),Reflectance POS 1186 (%R),Reflectance POS 1128 (%R),Reflectance POS 1070 (%R),Reflectance POS 1012 (%R),Reflectance POS 607 (%R),Reflectance POS 548 (%R),Reflectance POS 489 (%R),Reflectance POS 430 (%R),Reflectance POS 371 (%R),Reflectance POS 196 (%R),Reflectance POS 197 (%R),Reflectance POS 198 (%R),Reflectance POS 199 (%R),Reflectance POS 200 (%R),Reflectance POS 184 (%R),Reflectance POS 241 (%R),Reflectance POS 298 (%R),Reflectance POS 355 (%R),Reflectance POS 412 (%R),Reflectance POS 873 (%R),Reflectance POS 931 (%R),Reflectance POS 989 (%R),Reflectance POS 1047 (%R),Reflectance POS 1105 (%R),Reflectance POS 889 (%R),Reflectance POS 1003 (%R),Reflectance POS 684 (%R),Reflectance POS 799 (%R),Reflectance POS 1033 (%R)
999.992981,75.31075287,76.69760895,77.19117737,76.44514465,77.14304352,83.81842041,84.63056183,84.28721619,85.11946106,83.66664886,83.93531036,84.73432922,83.54433441,83.03036499,83.52399445,81.49371338,82.02906799,81.13389587,82.64737701,82.78681946,82.83809662,82.68173981,83.70694733,81.86064148,82.45412445,80.57445526,81.31158447,80.61982727,81.37428284,81.73912811,73.40703583,72.1475296,73.35644531,72.94346619,72.42343903,6.518871307,6.445720673,7.549275398,6.912047386,6.102246284,76.83747101,77.82965088,76.42466736,76.65984344,78.09841156,79.92320251,80.19477844,84.92132568,84.53923798,83.17967987
998.9864502,75.06279755,76.39148712,76.51481628,75.15536499,76.04148102,84.13807678,84.19999695,84.43836975,83.54556274,83.03118896,83.10430908,82.8614502,83.71522522,82.76561737,82.23605347,80.04066467,81.43513489,81.67979431,80.22874451,80.63838196,81.88802338,82.15170288,82.39546204,81.441185,81.85780334,81.35919189,79.39522552,80.23693085,81.31958008,81.14740753,73.1205368,72.94642639,72.08226776,71.7290802,71.64335632,6.833181381,7.78241539,6.073526859,6.357394695,7.100132942,76.50658417,75.38181305,76.29265594,75.97286987,76.62717438,79.99684143,80.14542389,85.14822388,85.45950317,82.57700348
998.0106812,75.94020081,77.20542908,76.87623596,76.84449768,76.59262848,83.83457947,84.82991791,85.16834259,83.89848328,83.94458008,83.76374054,83.52229309,84.87121582,82.94979095,83.09001923,80.2591095,82.29845428,80.90143585,82.07048798,81.76691437,82.85237122,83.19042206,82.54817963,82.02149963,82.2325592,80.11705017,80.6966629,80.8864212,81.14208221,81.46844482,73.82093811,72.65960693,72.91381073,72.39579773,71.99350739,7.433423996,6.737587452,6.61393261,6.636669636,6.750273705,75.99568176,75.97987366,76.13690948,76.47583771,78.15040588,81.05049133,80.90930939,85.29261017,85.70781708,83.38288116
997.0029907,75.83561707,77.39452362,77.01822662,76.09991455,77.09827423,84.45818329,85.84890747,84.60110474,84.25571442,84.30673218,83.70424652,83.83656311,83.07575989,84.70235443,83.5898056,80.65285492,81.87423706,81.76475525,80.532547,82.66549683,84.007164,82.90255737,83.38928223,82.0556488,82.02761078,80.52056122,81.26786041,81.2833786,82.12443542,80.71533966,71.87808228,72.5657196,72.74563599,72.6089859,71.39347076,6.740589619,7.704802036,6.554794312,7.519536495,7.530553818,75.82781219,76.43836975,76.60929871,77.11722565,77.54540253,80.58322906,80.89565277,85.41246796,84.48793793,83.27761078
995.9945068,75.42606354,76.52056885,77.03321838,77.17956543,77.00061798,84.51244354,85.21595764,85.21692657,83.00563812,83.58696747,83.59940338,83.66159821,83.87332916,84.67906952,84.18770599,80.64031982,82.30065918,81.40546417,81.28821564,82.66403198,82.84789276,82.62837982,82.66951752,81.53017426,83.13063812,81.79140472,81.02218628,81.00247955,81.37916565,82.0554657,72.15890503,73.18541718,73.71723938,72.57791901,71.75125122,7.074037075,7.511614799,6.020814419,7.077733994,6.287510872,76.36774445,76.48061371,76.56597137,77.97647095,78.15973663,81.19987488,81.42935181,85.40465546,85.29160309,83.75492096
994.9855957,75.52922821,76.65326691,77.39984894,76.24138641,77.14756775,84.67765808,84.83847809,84.90210724,84.22031403,83.81790161,83.69444275,83.11026001,83.59880829,83.31251526,82.82334137,80.44421387,82.08380127,81.83396912,80.89486694,81.47251892,83.00540161,83.3085556,82.7861557,81.60856628,82.35733032,81.08059692,81.04328156,80.74285126,81.67304993,80.96935272,72.51238251,73.45231628,72.88648987,72.13645935,71.47717285,6.377902508,7.22278738,7.026129723,6.261350155,6.123300076,76.08336639,76.30891418,76.24060059,76.32559204,77.44950104,80.3249588,80.84884644,85.05279541,84.11252594,84.05449677
994.0075073,76.11663055,76.66119385,77.49684143,76.74729919,77.19166565,84.84741211,85.41982269,85.5619812,84.72522736,84.10927582,83.02316284,84.39054871,83.7442627,83.80464172,83.12696075,80.16460419,81.64807129,81.70526886,81.5483017,81.85613251,83.42881012,83.11386871,83.00479126,82.35920715,82.23210144,81.10429382,81.09431458,80.95048523,81.74134064,81.54686737,72.63200378,73.08563995,72.9721756,72.08695984,72.14321136,6.666536808,7.036391735,7.016032219,6.183531284,6.338387489,76.72689056,77.00332642,76.17145538,77.73815155,78.38332367,81.19159698,81.62983704,84.87033081,85.44445038,83.97645569
992.9971924,75.78781128,76.67596436,76.84997559,76.41201019,77.04824829,84.61844635,85.2898407,85.03585815,83.81815338,83.91096497,83.02100372,83.65930176,83.74845123,84.12484741,83.37577057,80.77466583,81.75737,81.64605713,81.23227692,81.77191162,83.00605774,83.3476944,82.95764923,82.43377686,82.44724274,81.18623352,80.815979,80.66491699,81.20968628,81.27079773,72.35214996,72.51951599,72.84066772,72.31091309,71.91152954,7.002458096,7.072582245,6.868841648,6.4798913,6.789162159,76.29912567,76.66875458,76.63183594,76.85766602,77.55957794,80.82168579,81.50164032,85.03912354,84.84972382,83.88989258
991.9864502,75.85935974,76.84416199,77.15071869,76.80541229,76.82279205,84.23043823,84.99959564,84.77224731,84.59364319,83.75382996,83.61042786,83.64254761,83.55422211,84.19126129,82.83586121,80.1076355,81.77112579,81.39946747,81.39073181,81.43599701,83.29534149,83.3548584,83.07032013,82.65473938,82.55630493,81.00719452,80.77684784,81.38319397,81.41139221,81.35105896,72.80636597,72.32922363,73.31269836,72.67131805,71.97996521,6.834972858,7.099853516,6.365344524,6.306742668,6.273086548,76.53019714,77.00447845,76.46330261,77.02620697,77.70585632,80.91564941,80.91235352,85.89677429,84.97286224,83.82206726
991.0066528,76.08202362,76.69022369,77.34989166,77.45262909,77.43000031,84.7437973,86.45652008,86.17775726,84.75656128,84.66584778,84.51134491,84.75252533,84.16569519,84.73584747,83.92342377,81.05113983,83.15045166,81.63227844,81.82396698,83.09629822,82.99435425,83.54008484,84.12263489,83.0578537,83.26580048,81.18544769,81.08577728,81.60295105,81.61233521,81.53340912,72.84264374,72.3679657,73.93761444,73.03147125,72.41299438,6.749274731,7.021080017,6.533231735,6.368757725,6.496246815,77.25971985,76.96553802,76.70478058,77.84261322,77.47602081,81.34506226,81.46769714,85.33177948,86.38137817,84.47354126
989.9946899,76.80786896,77.68048096,77.90431213,77.09532928,77.45185089,85.07169342,86.3562851,85.108284,85.06185913,83.4931488,84.22362518,82.82224274,84.48932648,83.21643066,82.78128052,80.5423584,81.76673889,82.1392746,81.76513672,82.53905487,83.08307648,84.11174774,83.13027954,82.97020721,82.67375183,82.39698792,81.45149994,81.5646286,82.62381744,82.12319946,73.52401733,73.01503754,73.38378906,72.64961243,72.80193329,7.896605968,6.715637207,6.103544235,6.453757763,6.723965645,77.07814789,78.06856537,77.74988556,78.07922363,77.50302887,81.26074982,81.96799469,86.24996185,86.13227844,84.19242096
989.0136108,76.54930878,77.49351501,77.95696259,76.13025665,78.22264099,84.36166382,85.13813782,86.12739563,83.77770996,84.39385986,83.96658325,83.32981873,82.87485504,83.83143616,84.12984467,79.94558716,82.53932953,81.37573242,81.35745239,81.43104553,83.27971649,82.4482193,83.35275269,82.60940552,83.12045288,81.00821686,80.58772278,81.6472702,81.26535797,80.69944763,73.48814392,71.90727997,72.48982239,72.28503418,72.26863861,7.205504894,6.038966179,6.701734543,6.033171177,6.547757149,76.81440735,77.0447464,76.84928894,76.99343872,78.32386017,80.52391815,81.48155975,85.54421997,84.82781982,84.79431915
988.0003662,76.10842133,78.30224609,76.66777039,76.55091858,76.60781097,83.51968384,85.23905182,85.56555176,83.88755798,83.75434113,83.02187347,83.64022064,82.84654236,84.60135651,83.79936218,80.21426392,81.41836548,81.71382141,81.54441833,81.10240936,83.25250244,82.33647919,83.41519928,81.79905701,82.49311829,80.05309296,80.60675812,79.92855072,81.91593933,81.08358765,72.64026642,72.86444855,73.16396332,71.78185272,71.9162674,7.251942158,7.092605591,7.044364452,5.980935097,6.325836658,76.81512451,76.83638763,76.54573059,77.43716431,77.64968872,81.44451141,81.91655731,84.73261261,85.16330719,83.355896
986.9866333,74.88085175,76.88790894,76.27270508,77.43141937,77.41005707,85.08041382,84.92211914,84.86417389,83.15117645,84.03823853,83.04005432,83.55867004,82.21794891,83.70570374,83.63674164,79.71980286,81.4567337,81.91792297,80.27223206,80.16812134,82.84734344,83.26270294,83.81053162,82.3548584,82.37458038,80.46672058,80.17517853,81.04890442,81.63894653,80.93547058,71.99078369,72.42064667,73.14533997,72.34973907,71.98497009,7.457734585,6.206481457,7.072081566,5.643716812,7.042879105,75.46922302,75.75760651,76.43214417,77.40240479,76.33792877,79.88689423,81.52949524,85.61274719,85.32329559,83.90276337
986.0039063,76.08942413,77.14226532,76.85658264,76.63845825,77.62988281,85.79859924,85.50618744,84.55787659,85.18843079,84.57185364,83.62975311,84.67145538,84.7325058,85.18361664,83.19313812,81.53638458,81.51161957,81.65197754,80.84436798,82.77967072,82.84754181,84.76161194,83.82592773,82.88816833,84.12706757,80.82339478,80.87239838,81.02959442,80.87030029,80.98686218,73.41946411,73.46320343,73.43948364,72.98782349,72.20246124,5.99126482,7.294691563,7.673848629,6.98678112,7.190469742,76.88454437,76.87992859,76.1947937,78.33339691,77.4422226,81.84722137,81.86135864,85.11946869,84.16483307,84.7443924
984.9888306,75.65222168,76.54653931,76.66772461,75.15943909,77.24777222,85.35530853,85.16043091,84.55090332,85.05632782,83.83975983,82.48322296,83.54948425,83.39198303,84.23080444,81.92021179,79.87416077,80.93713379,81.3433609,80.62847137,81.64350128,82.78556824,83.36380768,82.14331818,81.8106308,82.90453339,80.94538116,80.57009125,80.89198303,81.75603485,80.62828827,72.91570282,72.52571869,72.42440796,71.08526611,71.05623627,6.69598484,6.899720192,5.96075058,6.168328762,7.449201584,76.39115143,76.2781601,76.52639771,77.51832581,77.40617371,81.49700928,80.47999573,85.311203,85.83924103,83.3338089
984.0049438,77.19153595,77.19966888,77.36441803,77.04652405,76.50060272,85.74008942,87.08423615,84.7084198,85.04216003,85.88288116,84.60624695,84.99547577,84.17514038,84.34278107,83.37744141,80.8041687,82.87958527,81.90765381,82.51921082,82.69866943,83.34754944,81.68707275,83.83635712,82.51346588,83.15232086,82.28527832,81.25698853,81.63282013,81.0500946,81.93073273,73.18797302,73.54897308,73.83454132,72.63986206,72.05000305,7.221423626,7.009262085,6.755822182,7.396663189,6.602081776,76.78362274,77.59021759,76.55884552,78.3963089,78.53249359,81.05445862,81.28358459,86.66384888,84.96194458,83.77132416
982.9887085,75.20483398,77.23022461,77.6468277,77.76190186,77.32749939,84.34741211,85.27113342,85.27321625,84.59366608,84.63708496,83.32128906,84.26391602,82.59490967,83.98656464,82.90083313,80.64573669,81.64414978,81.19008636,82.26786804,81.40764618,82.75730896,83.81874084,82.46071625,80.78892517,82.69613647,81.14122772,80.98059082,81.0490036,81.68508911,81.68749237,72.43133545,72.36945343,73.38770294,71.91724396,71.48261261,6.802443504,7.128175259,7.367452145,5.769144535,6.070430756,77.26361847,76.7510376,76.30000305,76.21766663,77.62641144,80.43379211,82.17358398,84.03335571,85.30801392,83.35710144
982.0036621,76.07557678,75.90856934,77.00327301,75.86354065,76.30107117,84.71151733,85.51289368,85.61964417,84.71071625,84.38144684,82.84022522,83.4691925,83.64653778,83.92741394,83.146698,80.61229706,81.49501801,81.47657776,81.64989471,81.83625031,84.02700806,82.81963348,82.57310486,82.26412201,83.18618774,81.18990326,80.84999084,80.19126892,81.13170624,80.88046265,72.12359619,72.62656403,73.4665451,72.4511261,71.96123505,6.563464642,6.773609161,7.11722374,6.1409235,6.197405815,76.6349411,76.67414856,76.85739136,77.70765686,77.55149078,81.45145416,80.69065857,84.58433533,83.99694824,83.03120422
980.986145,76.25551605,76.75218201,77.29177094,76.92826843,76.95643616,84.51100922,86.1097641,85.12457275,84.27283478,84.0825119,83.27057648,84.31939697,84.12438202,84.68604279,83.18582153,81.08383179,82.13661957,81.31713867,81.89660645,81.71105957,83.49353027,83.65540314,82.76721191,82.09298706,82.73282623,81.55280304,81.43241882,81.50324249,81.59007263,81.88777924,72.6858139,73.13012695,72.79547119,72.55721283,72.12134552,6.977972984,6.910003662,7.512420654,6.273603439,6.521374702,76.63661957,76.00731659,76.64490509,77.2976532,78.07275391,81.32457733,82.35566711,84.91536713,85.05770874,84.12607574
980.000061,75.95867157,77.04083252,77.39039612,76.71166992,77.50544739,84.81906891,85.77819824,85.54146576,84.6931839,84.19669342,83.82060242,84.08486176,83.92545319,84.4874649,83.47104645,81.07886505,81.83209229,81.89513397,81.55600739,82.04947662,83.64687347,83.52550507,83.35110474,82.82949829,82.95738983,81.32436371,80.91896057,81.34912109,82.01134491,81.57917023,72.84790039,73.00917816,73.28852081,72.80740356,72.12657166,6.780873775,7.012339115,6.344841957,6.149374008,6.419689178,76.79808044,77.31798553,77.09201813,77.68270111,77.84522247,81.39688873,81.62678528,85.7865448,85.64593506,84.70980072
979.0132446,75.79724884,76.36096954,76.57448578,76.60320282,76.40110016,84.51192474,84.8797226,85.24504089,83.89819336,83.58084106,82.9927063,83.41886139,83.21413422,83.91345215,83.27751923,79.86361694,81.33023071,80.89138794,81.08404541,81.78501892,83.15939331,82.77642059,82.89175415,82.0452652,82.57946777,81.5927887,80.58102417,80.64801025,81.0506134,80.57039642,72.14740753,72.60509491,73.06116486,71.91912079,71.56918335,6.846905708,6.620476246,6.704622269,6.53827858,6.194834709,76.51641846,76.43390656,76.2571106,77.15836334,77.4895401,80.56549072,81.40100098,84.95783997,84.64012909,83.88577271
977.9940796,75.96362305,77.10023499,76.81802368,76.72379303,77.1576004,84.8070755,85.64389038,84.77585602,84.1701355,83.81694794,83.25791168,83.49702454,83.47259521,84.00006866,83.65285492,80.83692169,81.85636902,81.71619415,81.08031464,81.95759583,83.60691071,83.05101013,82.98343658,82.21780396,82.87112427,81.32202911,81.0413208,80.9704895,81.64281464,81.64118195,72.47088623,72.53929138,73.22692871,72.30875397,71.75695038,6.550991535,7.209928989,6.750464439,6.001806259,5.64220047,76.75793457,76.78599548,76.43925476,77.30289459,77.94960785,81.22491455,81.07013702,85.28340912,85.58553314,83.84196472
977.0060425,75.89012909,77.12757874,77.37483215,76.89827728,77.25798798,85.00196838,85.5914917,85.07119751,85.10825348,84.35725403,83.5094223,83.43736267,83.71502686,83.521698,83.66623688,80.95043182,81.94817352,82.28234863,81.80960083,82.46360016,82.88746643,83.38161469,83.57300568,83.54125977,82.29927826,81.86858368,81.64048767,81.52007294,81.67767334,81.18595123,72.76300049,72.47366333,73.80249786,72.74438477,72.10271454,6.551907063,7.162587166,6.24154377,6.748968124,7.05089283,77.6782074,77.56487274,76.85733795,78.14024353,77.93308258,81.48961639,80.9630127,85.92716217,85.02086639,84.77798462
975.9856567,76.43014526,77.8378067,77.58799744,77.40950775,77.69694519,85.96050262,85.9250412,85.42331696,85.07347107,84.793396,84.07626343,84.07523346,84.04236603,85.10174561,83.61266327,81.26412964,82.03046417,82.39060974,82.56290436,82.49188995,83.60453796,83.78760529,84.08625031,83.03418732,83.42385864,81.69151306,81.12369537,81.29069519,82.00995636,82.06175232,72.01816559,72.93907166,74.14188385,72.34412384,72.58937836,7.046516895,7.092323303,6.577094555,6.802797318,6.220190525,76.92489624,77.60217285,77.46621704,77.75366974,78.47503662,81.33027649,82.11581421,86.11190033,85.04209137,85.26699829
974.9967041,76.33623505,76.63603973,76.77110291,76.88594818,77.94396973,85.45861816,85.91900635,85.78555298,84.55446625,84.11853027,84.37883759,83.8343811,83.69091034,84.00630951,83.69147491,81.7274704,82.41210175,82.1985321,82.29924774,82.06164551,83.46902466,84.09198761,83.61177063,82.9746933,83.2621994,80.81151581,81.19684601,81.25782776,81.54819489,82.46234894,72.99953461,72.29743958,73.80217743,72.57613373,71.99260712,7.655405998,6.717319965,6.438941002,6.327582359,6.140172958,77.14102173,76.80406189,76.5404892,77.86423492,78.18035126,82.34938049,82.24532318,85.26251984,85.31296539,83.7914505
974.007019,76.22149658,77.211586,77.10002899,77.22744751,76.98760223,85.293396,85.44171143,85.17800903,84.86547852,83.96016693,83.81890869,83.83804321,84.49920654,84.10471344,83.87733459,81.61968994,81.18656158,81.89615631,82.6594696,82.60343933,83.99324036,84.40629578,84.06921387,82.46820831,83.56606293,81.73175812,80.8175354,81.11000824,82.37858582,82.02018738,72.68423462,72.70776367,73.38912201,72.69994354,71.95457458,5.886026859,6.863551617,6.809308529,6.515568733,7.002409458,78.11132813,76.64874268,77.83346558,77.30828857,78.78991699,81.95091248,81.63989258,85.85101318,85.55909729,84.28318787
972.9847412,75.59139252,76.59201813,77.33116913,76.58924103,77.8155899,85.22299957,85.59268188,86.37282562,84.85400391,85.36175537,83.27442932,84.05452728,84.30910492,84.33149719,83.51127625,80.91965485,82.65557098,81.93533325,82.10882568,81.48693848,83.68543243,83.95956421,84.16583252,82.21685028,83.12156677,81.47504425,81.35295868,80.91706848,82.32568359,81.58039093,72.56003571,72.5532608,73.60150909,72.2532959,72.43009186,6.037993431,7.073360443,6.847194672,5.901473045,6.655377865,77.6428833,76.42473602,77.63198853,78.01399994,78.84609985,81.73908234,81.59770203,86.01747131,85.49766541,84.27729797
971.9940186,76.10215759,77.10032654,76.99193573,77.16394043,77.38605499,85.72816467,85.10351563,85.58456421,84.71199036,84.7150116,83.60722351,84.02940369,83.21479034,83.17160034,83.62107086,81.28082275,83.24640656,81.94080353,81.55560303,83.01917267,83.00831604,83.49297333,83.50339508,83.19377136,83.69114685,81.42649078,81.58668518,81.62744904,82.80516815,82.09093475,73.09632874,73.14144135,73.88867188,72.91325378,71.64091492,6.26837635,6.850973606,6.4610219,6.685707092,7.211714268,77.09198761,77.44886017,76.98654938,77.26927948,79.08492279,82.07901001,81.80245972,85.27522278,85.74289703,84.19775391
971.0027466,76.71591949,76.86716461,78.18122864,76.99878693,77.36436462,85.36898804,86.54688263,86.09603882,84.68780518,84.67446899,84.27701569,84.79021454,84.58312225,84.73441315,84.48787689,81.48313904,82.43387604,81.81932068,81.75415039,83.15840912,83.74259186,84.69039917,83.50654602,83.38603973,84.45401001,82.15759277,81.16694641,81.85102081,82.01642609,82.51428223,73.21089172,72.89234161,74.48524475,72.65848541,72.2213974,6.698579311,7.447182178,6.930106163,6.452230453,6.45884943,77.36087036,77.52503967,78.37651825,77.3509903,77.74169159,81.75366211,81.73423004,86.25623322,86.01683044,84.68009186
970.0108032,75.53129578,76.94114685,77.60219574,77.24531555,77.52136993,84.62621307,85.6944046,85.30886078,85.54249573,84.16387939,84.06969452,83.92008972,84.44402313,84.6472168,83.19107819,80.43260956,82.46656799,82.63461304,82.30406189,82.58100128,82.95755005,83.96736908,83.19229126,82.47148132,82.98701477,81.17489624,81.49940491,81.51679993,81.94499969,81.41298676,72.16471863,72.22657013,72.45423889,72.66101074,72.32910156,6.009615421,6.639093399,6.495565891,6.1902318,6.519861698,76.4420166,76.68364716,77.54431152,76.99304199,78.0847702,81.11357117,81.12837982,86.26580811,85.0521698,83.58726501
968.9863281,75.84555817,77.1288681,76.3503418,76.90908813,76.58847046,84.7325058,85.37509155,85.3441925,83.75346375,83.94766235,84.48228455,83.65283966,83.53708649,84.49697113,83.008461,80.70555115,82.1105423,80.61589813,82.39213562,81.85972595,84.04424286,82.87806702,83.60414124,82.75473022,81.99284363,81.71791077,80.30794525,81.06790924,81.67238617,82.03905487,72.15751648,72.44690704,72.13445282,71.9171524,71.66869354,6.329343319,5.919061661,6.404839993,6.934277058,6.205721378,76.89047241,76.46205139,77.01157379,77.56009674,78.15938568,80.33417511,81.16281891,85.3548584,85.0269165,83.82488251
967.9932861,77.02909088,77.6934967,77.91733551,77.49294281,77.97866821,85.45610809,86.78152466,87.05335999,85.8586731,84.68936157,85.09102631,84.0446167,85.03579712,84.06077576,84.74705505,81.15309906,82.95191193,83.0426178,82.73352051,82.33760071,84.85780334,84.46003723,84.59037781,83.29418945,83.65715027,82.48852539,81.00088501,82.0450058,82.23976898,82.64406586,73.87432098,73.0230484,73.91893005,73.50296783,72.97214508,6.473775387,6.73024559,6.418747425,6.339953899,7.491463661,77.38650513,78.12439728,77.43065643,77.86842346,79.31707001,83.04320526,82.14455414,87.17597961,85.6561203,85.2943573
966.9996948,76.13761139,77.08675385,78.28947449,77.19091797,77.37089539,85.996315,85.56909943,86.31687927,86.003479,85.38263702,84.39277649,85.33084106,84.47467041,85.41530609,84.15618896,81.41254425,81.99206543,83.08331299,83.2759552,82.71856689,84.71067047,85.15084076,83.54150391,83.64598846,83.58019257,82.24794769,82.16177368,81.62697601,82.01531982,82.26200867,73.17895508,72.6428299,73.35093689,72.84429932,72.19477081,6.504751205,6.44215107,7.593989372,7.077468872,7.051733971,76.48085785,76.8571701,77.98930359,78.08550262,79.55056763,82.02658081,81.51153564,86.10080719,85.76452637,85.233284
966.0055542,75.88308716,77.40068817,77.13269806,76.90357208,78.37561035,85.50245667,86.38127136,86.6155014,85.25928497,85.77959442,84.77371979,84.55765533,84.11405182,84.73329163,83.41724396,82.17987061,82.13198853,83.48883057,81.78567505,83.09622955,83.98196411,83.63110352,83.90602112,82.95563507,83.22128296,81.1293869,82.40467072,82.04524994,81.80875397,82.15651703,73.35971832,72.89252472,72.93907166,73.26086426,72.19015503,6.414167404,7.635345936,6.777139187,6.67770195,5.942276955,76.55331421,76.99421692,77.05861664,77.41475677,78.62711334,82.36078644,83.09806061,85.28871155,85.5821228,83.95521545
965.0108032,76.912117,77.75788116,78.2444458,77.25234222,76.94150543,84.75701904,85.84596252,86.9543457,85.34313202,84.85942078,83.31704712,84.4994278,83.48337555,84.2538147,82.77919006,80.68777466,83.35172272,81.82356262,81.49195099,82.19353485,84.54582977,83.62056732,84.80234528,82.73577118,82.65923309,81.60417938,80.77862549,81.7779007,82.76132202,81.78455353,72.27748871,72.55356598,72.74698639,72.73439789,71.16172791,6.484429359,6.922136784,6.63953352,6.168095589,6.949108124,77.84628296,77.10096741,77.4934845,78.31905365,77.78342438,81.17715454,80.66039276,86.46648407,85.77906799,84.41165924
964.0155029,76.41632843,76.59619904,77.70775604,77.10512543,77.93122864,85.43075562,86.93360901,87.05314636,84.35747528,85.35224152,83.44791412,84.94511414,85.06394196,85.02062225,83.39186859,80.69360352,83.9440918,82.02935791,82.3819809,82.34793854,85.14492798,84.37322235,83.87358856,82.78817749,83.00234222,81.7983551,81.79132843,82.28791046,83.31489563,81.69328308,72.13658905,72.80942535,72.29711151,73.1463089,71.76434326,7.56129694,6.87563324,7.643259525,5.821662426,7.236120701,77.49271393,76.8145752,77.9725647,77.55754852,77.99939728,81.97103882,83.2177124,86.37412262,85.93263245,84.52272034
962.9874878,76.10516357,77.16405487,78.17501068,77.47788239,78.03062439,85.84444427,87.60214233,86.1616745,85.63264465,85.02179718,85.19779205,84.1876297,84.59327698,84.22697449,84.35406494,81.05150604,82.66699982,82.71572113,83.41195679,81.62882996,84.52855682,84.72720337,84.06065369,81.59799194,83.90103912,82.47239685,81.63215637,82.80979156,81.44358826,81.74266815,73.74652863,73.12332153,73.12728882,72.56523132,72.18867493,7.713585854,7.187838078,6.918664932,6.161273003,7.378279209,78.18733215,77.58329773,76.77787018,78.6904068,78.34869385,81.65383911,82.76345825,86.14664459,85.59870148,85.07569122
961.9911499,75.98434448,76.92381287,77.43859863,76.31140137,77.52355194,84.76351929,85.01322174,85.96401215,84.2591095,84.19128418,83.84078979,84.05812836,83.63745117,85.12193298,83.32888794,81.75041962,82.69869995,81.99542236,82.2093277,80.81288147,83.30875397,82.69616699,84.01878357,82.51943207,82.02790833,81.01508331,81.11465454,81.06044769,81.38288879,82.4083252,71.77065277,72.02311707,72.60267639,72.94009399,71.56481934,5.855455875,8.148341179,7.035990238,6.016645432,6.651398659,77.47580719,76.71772766,76.87596893,77.73319244,78.0930481,81.01183319,81.64311981,85.25392151,85.6938324,84.34628296
960.9941406,76.01400757,77.30302429,76.7949295,77.51996613,77.01193237,86.17128754,86.18597412,85.9874649,84.89544678,84.1555481,84.66369629,83.69619751,83.81208038,85.52344513,84.63323975,80.52218628,82.114151,81.77104187,82.31363678,81.77790833,83.38995361,83.69591522,83.65131378,82.76335144,82.33409882,82.4342804,81.58738708,81.84066772,81.89439392,82.51210785,72.66204071,73.05404663,73.42970276,72.80715179,71.97931671,7.68270874,7.766037464,6.630710602,4.884587765,6.77396822,77.14556885,76.54898071,76.6484375,78.11659241,78.79667664,80.76150513,82.76517487,85.6089325,85.12841034,84.72122955
959.9966431,76.89409637,76.79431915,77.34817505,76.49616241,77.03567505,86.84319305,86.06663513,86.10170746,84.62902832,85.07185364,84.74062347,84.36248016,84.40479279,84.899086,83.45008087,82.03858948,83.04882813,82.36077881,83.11567688,82.7389679,83.81603241,83.52387238,83.38962555,82.08854675,84.22232819,81.20128632,80.79847717,81.24816895,82.15717316,82.07132721,71.52563477,72.52229309,73.16129303,72.68869019,72.28866577,7.182764053,7.353207588,7.010111332,6.25596714,6.349761009,77.31600189,77.39543152,77.70960236,78.4907608,78.32081604,81.44404602,82.20441437,85.04174042,86.12029266,84.994133
958.9984741,76.85910797,77.39434814,77.56375885,78.69269562,78.54170227,85.86670685,87.10066986,87.70139313,86.7988205,85.35647583,84.87866211,84.44917297,84.79775238,86.36927032,84.79318237,82.13161469,83.20526123,81.65101624,82.9012146,83.7141571,83.82672882,85.21442413,84.00269318,83.80036926,84.25170135,82.07311249,82.3187561,82.44594574,83.16055298,82.00544739,73.09454346,73.09886932,74.60575867,73.35528564,72.32041931,6.386134624,7.349616051,6.498523235,7.194478989,5.925895214,78.37182617,77.54857635,77.78528595,78.40381622,78.53263092,82.17552948,83.08295441,87.20064545,86.53503418,85.43888092
957.9997559,76.29360962,77.30592346,78.32823944,78.05950928,77.58257294,85.17044067,86.41448975,86.07732391,85.16451263,85.88010406,84.26355743,84.87037659,84.23065186,85.92493439,84.14524841,82.57066345,83.5718689,83.23892212,83.21576691,83.70549011,84.05249023,83.73214722,84.40520477,83.37760925,84.86269379,83.05349731,82.10038757,82.99047089,82.29079437,82.45688629,73.4903717,73.8543396,73.49025726,72.15784454,72.24017334,6.460074902,6.953581333,6.098846436,6.333220959,6.21965456,78.14165497,78.00098419,78.01290894,78.17247772,79.62203979,82.90621948,82.82376862,86.05221558,86.59057617,85.23707581
