Wavelength (nm),Reflectance POS 0 (%R),Reflectance POS 1 (%R),Reflectance POS 2 (%R),Reflectance POS 3 (%R),Reflectance POS 4 (%R),Reflectance POS 5 (%R),Reflectance POS 6 (%R),Reflectance POS 7 (%R),Reflectance POS 8 (%R),Reflectance POS 9 (%R),Reflectance POS 10 (%R),Reflectance POS 11 (%R),Reflectance POS 12 (%R),Reflectance POS 13 (%R),Reflectance POS 14 (%R),Reflectance POS 15 (%R),Reflectance POS 16 (%R),Reflectance POS 17 (%R),Reflectance POS 18 (%R),Reflectance POS 19 (%R),Reflectance POS 20 (%R),Reflectance POS 21 (%R),Reflectance POS 22 (%R),Reflectance POS 23 (%R),Reflectance POS 24 (%R),Reflectance POS 25 (%R),Reflectance POS 26 (%R),Reflectance POS 27 (%R),Reflectance POS 28 (%R),Reflectance POS 29 (%R),Reflectance POS 30 (%R),Reflectance POS 31 (%R),Reflectance POS 32 (%R),Reflectance POS 33 (%R),Reflectance POS 34 (%R),Reflectance POS 35 (%R)
282.0188599,10.70641327,10.5270319,10.58182621,10.85706711,10.447649,10.95112419,11.47030067,11.77475548,10.69056511,11.25925541,11.30882835,11.51971912,14.98215199,15.86837196,15.49031925,16.0765419,16.04432487,16.17350388,12.16088772,12.42516518,13.33574104,12.65258026,12.40444279,13.15245628,37.35611725,37.52087784,39.29692078,37.13983154,37.10657501,38.75965118,74.46109772,74.94272614,71.49143219,73.86024475,71.20391083,71.5109787
280.9975586,10.70769119,10.23918056,11.12110138,10.80329418,10.20407677,11.0704813,11.49943733,11.70232296,10.82264042,11.10662556,11.08329487,11.25977802,15.17294788,16.25226212,15.89775562,16.3298912,15.95422173,16.32754326,11.81611443,12.63188171,13.23015213,13.2200613,12.76164627,12.65498829,37.99676895,38.20991516,39.93215942,37.91843414,37.62022018,39.29044724,75.75827789,76.15686035,72.68863678,75.42633057,72.2353363,72.70607758
280.0154419,10.54326439,10.48320484,10.72855473,10.71012115,9.882595062,10.76987648,11.86308861,11.12225723,10.90962887,11.33051491,11.55326176,11.55356216,15.41761875,16.34606934,16.36146927,16.30797958,15.99965096,16.54808617,12.02895355,12.6206665,13.14737225,12.616292,12.72469616,12.51832581,38.36662292,38.20003128,40.26527786,37.99689484,38.13620377,39.51414108,76.12594604,76.64183807,73.18754578,75.48330688,73.04427338,73.83028412
278.993927,10.88995838,10.59116459,11.05220795,10.79258442,10.17720222,10.4370327,11.61256313,11.34663963,10.54976654,10.8875227,11.23143387,11.34102821,15.27089596,16.54307938,16.06624603,16.37492943,16.09828568,16.55315399,12.14199543,12.17786884,13.01751709,12.44555378,12.46833324,12.5965004,38.50583267,38.59803009,40.68707657,37.98843765,38.45767593,39.60770035,77.12741089,77.76488495,74.54799652,76.19429016,73.84319305,74.45644379
278.0115662,10.41360283,10.22673798,10.72787762,10.82409286,9.534897804,10.33478069,11.18513489,11.24622631,10.89097977,10.99382019,11.02020741,11.49226379,15.60357094,16.21691513,16.01838112,16.24505234,15.75986099,16.21830368,11.82886314,12.29333496,12.9018898,12.51286125,12.32727432,12.37115002,38.87041473,39.18207169,40.51157379,38.17752838,38.62239075,39.78447342,77.73802948,77.90455627,74.47615814,76.91699219,74.04516602,74.65366364
276.9898071,10.50820065,10.11257648,10.67357922,10.41965961,10.14339352,10.3656683,11.14722538,10.84082031,10.07825184,10.89966774,10.78520298,11.03233433,15.42985439,16.14440727,16.0059948,16.35617828,15.68534184,16.41670227,11.58609962,11.98133087,12.85000896,12.235466,11.93201828,12.25483513,38.90881348,38.7051239,40.88841248,38.92226028,38.62147522,40.54637527,78.63414764,78.88191986,74.9317627,77.60268402,74.46123505,75.48109436
276.0072632,10.44064236,10.24828148,10.45904446,10.91849327,9.926147461,10.28729343,11.13693142,11.12044334,10.22910786,10.21358299,11.07691669,10.8854723,15.5411911,16.71001625,15.94682026,16.63930321,15.96850014,16.09903717,11.7894125,11.69507408,12.79497147,12.48413086,12.21063805,12.7701416,39.05004501,39.46146011,41.24156952,38.98060989,38.85953903,40.58851624,78.93266296,79.80931854,75.48435211,78.21335602,75.34397888,76.12388611
274.98526,10.09768486,10.06946373,10.1673584,9.968658447,9.72999382,10.42545223,10.86726379,11.36897469,9.97674942,11.06818867,10.86698246,10.7923708,15.62983418,16.48080444,16.21253014,16.50736809,15.86910152,16.16163254,11.76071548,11.84686661,12.52975655,12.77713776,12.05595779,12.25265598,38.83523941,39.12347412,40.56391144,39.06005096,38.87682724,40.60777283,78.99584961,79.58596802,75.64575958,78.53823853,75.60388184,76.07053375
274.0024719,10.20799446,9.941082954,10.35621071,10.01512051,9.654928207,9.906995773,10.47746944,10.91235638,10.17770863,10.18025398,10.4864912,10.77031231,15.52489567,16.06529617,16.30083466,16.23817444,15.62400341,16.35726166,11.56776142,12.19910431,12.31073952,11.8762331,11.56292629,11.8831892,38.8830719,39.44042206,41.19142151,39.10866928,38.97264481,40.12643814,79.18065643,79.38690186,75.49983215,78.53139496,75.5076828,75.96414185
273.0196228,9.817948341,9.662377357,10.2615881,10.12169743,9.900830269,9.97740078,10.68271828,10.56820774,9.921539307,10.2204113,10.35644817,10.63843441,15.30466366,16.28586578,15.98646164,16.6332016,15.653759,16.06664848,11.37225914,11.76580143,12.56295586,12.21793365,11.69588375,11.96358395,39.0581398,38.66975784,41.11081314,38.75832367,38.56301117,40.1920166,78.94891357,79.10792542,75.51916504,78.13113403,75.30047607,76.01680756
271.997345,9.71126461,9.59044838,9.783946991,9.655766487,9.164424896,9.808808327,10.51061344,10.51838207,9.770339012,10.25867558,10.33313465,10.32367992,15.22850418,16.22574425,16.07287788,16.07503891,15.66204453,15.92848873,11.47179413,11.1160326,12.23560524,11.8827467,11.64383602,12.03469753,38.67664337,38.93782043,40.72763443,38.96104813,38.61141205,40.07565689,78.55155182,79.11963654,75.46755981,78.05587769,75.11903381,75.63251495
271.0142517,9.977808952,9.355144501,10.01272011,9.911425591,9.412447929,9.98426342,10.43778038,10.07389927,9.590286255,9.867069244,10.02521038,10.16527748,15.38788223,16.26739883,16.23287392,15.93389034,15.92468166,16.16094398,11.35450268,11.45551682,12.51817036,12.0266428,11.63853645,11.95468998,38.20453262,38.66416931,40.60931396,38.55179977,38.31589127,39.97635651,78.36951447,79.11168671,75.09473419,77.71533966,74.63841248,75.04483032
269.9916992,9.828755379,9.461161613,9.875932693,9.923870087,9.454488754,9.930625916,10.64786434,10.49164772,9.770236015,10.29670048,10.12586021,10.44058895,15.34104919,15.91900921,15.66283894,16.19828606,15.72694588,15.88767052,10.94595337,11.380023,12.22834206,11.46741199,11.3436327,11.42682457,38.47666931,38.29552078,39.91162109,37.72090912,37.87222672,39.24306107,77.68156433,78.14046478,74.43577576,76.95491028,74.25015259,74.50007629
269.0084229,9.547030449,9.701617241,9.94720459,9.800333977,9.317795753,9.820127487,10.2268219,10.06801224,9.672013283,10.2094326,9.335728645,10.34062767,14.83953285,15.76161385,15.60540676,15.87725449,15.75456238,15.97586441,10.86236191,11.52856541,12.10731697,11.74734116,11.2166605,11.84062576,37.73682785,37.75800705,39.61584473,37.36688232,37.61476135,38.96553421,77.02203369,77.92206573,74.40679932,76.48806,73.58944702,74.16654205
267.9856873,9.284365654,9.267995834,10.00730133,9.377711296,8.957826614,9.96117878,10.15135574,9.996582985,9.515081406,9.896121025,9.676335335,10.26902676,14.38502789,15.80154324,15.70541,15.87429333,15.78847313,15.6616745,10.51016903,11.2376976,11.89839554,11.55615711,11.3101635,11.73404312,37.0923996,37.20562363,38.89793015,37.28163528,36.59617996,38.33106613,75.96426392,76.62014008,72.82984924,75.68455505,72.46201324,73.020401
267.0021667,9.362316132,9.126955986,9.907402039,9.036771774,8.897909164,9.455047607,9.807779312,10.11687469,9.111525536,9.588042259,9.819663048,10.23073483,14.9445591,16.06290054,15.46263981,16.25936508,15.23106384,15.61377048,10.65579319,11.06297207,11.71155167,11.30829144,11.02416039,11.17593956,37.04734802,37.02126694,39.11569595,36.82958221,36.72370148,37.78598022,75.52217865,75.9703598,72.80181885,75.36603546,72.28181458,72.61277771
266.0185852,9.582685471,9.23221302,9.771133423,8.966471672,8.44560051,8.979200363,9.868663788,9.946219444,9.298564911,9.552417755,9.607896805,10.06416225,14.489748,15.64299011,14.98329163,15.43050385,15.10792542,15.44360828,11.2631216,10.27620697,11.82489395,11.00366592,10.50327778,11.15343761,35.95720673,35.9294548,38.00097275,35.79641724,35.92266083,37.43154526,74.5695343,74.41182709,70.83493042,73.62522125,70.94917297,71.48332214
264.9955444,8.989165306,9.46236515,9.406871796,9.773910522,8.836327553,9.579424858,9.901114464,10.25342464,9.307312012,10.04505444,9.511914253,9.963605881,14.67216873,16.13339424,15.48288631,15.43244553,15.00896835,15.7137928,10.85458946,10.79509926,12.087327,11.56037998,11.13820267,11.14531422,35.76551437,35.72459412,37.21826553,35.38488388,35.18105316,36.6192131,73.95928192,73.93148804,70.16712952,73.24376678,70.36656189,70.71115112
264.0117188,8.895396233,9.128463745,10.00982189,9.687923431,9.136082649,9.612462997,9.665106773,9.958485603,9.265755653,9.613251686,9.890696526,10.15066242,14.56874943,15.48375797,15.2749939,15.55594921,15.47521973,14.91487503,10.70224667,10.82583427,11.72566605,11.39430904,10.99644947,11.19253349,35.20553589,35.39157104,37.30479431,34.97101974,34.85382462,36.3310051,72.51848602,72.95516968,70.15642548,72.25307465,69.41403198,69.79270935
262.9884949,9.463628769,9.015789986,9.421444893,9.336248398,8.941886902,9.268341064,9.533503532,10.00060368,9.303956032,9.724063873,9.619549751,9.883656502,14.51480579,15.10043907,15.46995068,15.45396328,14.75861549,15.62107372,10.91215134,10.72961044,11.60048199,11.4091959,10.86513042,10.96519566,35.01768875,34.82215881,36.43730164,34.64135742,34.23417664,35.57876205,71.70910645,72.17546844,68.87469482,71.13254547,68.46974182,68.99059296
262.0044861,9.135822296,9.620937347,9.707730293,9.611927032,9.112716675,9.707974434,9.887770653,10.12703133,9.59333992,9.706712723,10.03909588,10.08150291,14.63677692,15.45701504,15.24691868,15.54890537,15.29777622,15.53241158,10.96968842,10.9969635,11.82722092,11.22043133,11.26946163,11.23773861,34.5250473,34.72153854,36.0826683,34.53189087,33.86478806,35.64877701,70.72226715,71.58976746,68.28816223,70.80003357,67.98692322,68.32714844
260.9809875,9.338152885,9.184484482,9.417157173,9.225243568,9.037097931,9.410328865,9.835557938,9.722515106,9.269199371,9.490192413,9.694477081,9.944630623,14.32176685,15.1934948,15.0256815,15.26368427,14.92531013,15.12080288,10.65028191,10.65821171,11.56858635,11.17790222,10.86924934,11.18804741,33.67033386,33.88566208,35.61314011,33.83747482,33.44492722,35.0474968,69.76020813,70.47537231,67.39297485,69.32232666,66.99015045,67.18875885
259.9967957,9.197264671,8.959222794,9.298742294,9.160070419,8.72572422,9.154737473,9.568600655,9.434274673,9.055211067,9.189881325,9.593423843,9.442966461,14.07797337,14.83891296,14.73984909,15.15925694,14.39773464,14.99634361,10.19301414,10.82128143,11.32277298,10.75335407,10.64768696,10.83906555,33.28702545,33.52310562,35.04971695,33.5569725,33.18632507,34.60580444,69.04241943,69.84867096,66.32081604,68.93726349,66.41449738,66.64546967
259.0124817,9.285646439,8.895869255,9.470279694,9.149523735,8.900388718,9.293791771,9.638916016,9.639843941,9.381091118,9.663297653,9.85155201,9.539752007,14.00904942,15.00948238,15.01340389,15.17778492,14.68202782,15.07184982,10.5636673,10.81252003,11.39117718,10.93752861,10.80207348,10.86612606,32.9475441,33.40519714,34.81552887,33.43490219,33.06213379,34.31741333,68.89372253,69.4283371,66.40535736,68.81281281,66.06751251,66.11363983
257.988739,9.568450928,8.955461502,9.325070381,9.43198204,8.823522568,9.405851364,9.420482635,9.703356743,9.356657982,9.639986992,9.764962196,9.998040199,13.88256741,14.72892952,14.7661972,14.83622646,14.66999912,15.16568851,10.43380356,10.64941216,11.58540058,11.04226303,11.00141811,11.17402649,32.74847031,33.20669937,34.88386154,33.13990784,32.7724762,33.88427353,68.30007172,68.90978241,65.53694153,67.84532166,65.51243591,65.78160095
257.0042114,9.344033241,9.596611977,9.402200699,9.479625702,8.707193375,9.737963676,9.513586044,9.795829773,9.152713776,9.89145565,9.845190048,9.675730705,13.99490547,15.08368969,14.95772552,14.5247612,14.61889458,14.80938816,10.90188789,10.41833115,11.52590084,11.51452923,11.09978104,11.46877003,32.36399078,33.03610229,34.11668777,32.52943802,32.01766205,33.80395508,67.84898376,67.96707916,65.68572235,67.33965302,64.58220673,65.10018158
256.0196228,9.337426186,8.817167282,9.579058647,9.381608009,9.382725716,9.418287277,10.31528664,9.820147514,9.672499657,9.777901649,9.979001045,10.24595451,14.19593525,15.18019485,15.02980614,15.44122505,14.65484619,14.69815826,10.92653847,10.46235657,11.77207184,11.21311283,11.20530796,10.8219862,32.87723541,32.77711868,34.50924301,32.58475876,32.57313156,34.0892601,67.88195038,68.5848465,65.34047699,67.35678101,64.7641449,65.2236557
254.9955292,9.779444695,9.252400398,9.375721931,9.614397049,9.21350193,10.18921852,10.15267467,10.81115723,9.429841042,9.902124405,10.22246361,10.37648582,14.67728806,15.38113976,15.05747604,15.01569748,14.81806374,15.67326641,11.42353535,11.10142612,12.521945,11.5257082,11.74651623,11.61428261,32.71666718,32.56881714,34.15625763,32.34992981,31.99954987,33.44851303,68.04437256,67.69184113,65.3736496,67.8325119,64.63816833,64.86877441
254.0107117,9.483776093,9.693109512,9.810908318,9.623573303,9.371694565,9.901089668,10.4319334,10.08493805,10.09814358,10.26186657,10.38291931,9.909859657,14.27583122,15.18119621,15.21838188,15.23781872,14.91865253,15.12807655,11.12127686,11.21043205,11.90445137,11.85446262,11.1789341,11.54290295,32.30950928,33.20753098,34.4779892,32.65442657,32.30345154,34.03053665,67.25702667,68.33647156,65.46970367,67.00796509,64.69490814,65.28440094
252.9864044,9.587005615,9.625985146,10.30995178,10.02649784,9.524440765,9.964283943,10.35574818,10.27660179,9.731328011,10.23873901,10.32157803,10.38444996,14.42091656,15.13579941,15.10004997,15.12680912,14.81751347,15.13930225,11.01855946,11.23373032,12.17338848,11.56796551,11.57054138,11.97093868,32.75188446,33.29507828,34.4176178,32.92283249,32.39656067,33.85387802,67.96632385,68.80322266,65.68250275,67.83282471,65.20678711,65.63948059
252.0014496,10.4671154,9.702532768,10.15624428,9.946091652,9.453309059,9.995523453,10.44068146,10.56467152,10.15084362,10.38820267,10.24468422,10.45701218,14.41644001,15.17986679,15.04956913,15.5520277,15.13060665,15.5426712,11.35898495,11.47460842,12.46470642,12.02424812,11.98410416,12.16784382,32.81716537,32.70877838,34.48693466,32.75915909,32.55706406,34.08277893,68.28663635,68.95717621,66.0865097,67.75745392,65.30924225,65.72891998
251.0163422,9.936831474,10.20395947,10.64172459,10.43982983,9.841641426,10.34956741,10.57315063,11.0007,9.978301048,10.7913208,10.57039452,10.49387646,14.87620735,15.14541245,15.11777306,15.46209145,15.08325672,15.17531872,11.85535145,12.23046875,12.55347252,12.13087368,12.1297493,12.08323288,32.94606781,33.0533638,34.47032166,32.84419632,32.3175621,34.10821915,68.57385254,69.27931976,66.17803955,67.88634491,65.44641876,65.78670502
249.9917603,10.92779827,10.35029221,11.06609631,10.72117043,10.34032917,10.85823631,11.25684643,11.46439266,11.01634502,11.12042618,11.45070362,11.17813778,14.98701763,16.06574631,15.47853661,16.14578438,15.51574802,15.88949108,11.7144022,12.30303478,13.13394356,12.47421551,12.55771255,12.7295599,33.46809006,33.28906631,35.05778503,33.31270981,33.06347656,34.06522369,68.68669128,69.02872467,66.23595428,67.96065521,65.24925232,66.11695862
